날짜,리뷰
2021.11.10,수납공간도 좋고 들고다니기 편해서 너무 좋아요
2021.11.09,너무 거북이등껍질마냥 크지않고 예쁘게 잘 맞아요 수납공간도 많고 어깨 쿠션도 푹신합니다
2021.11.07,역시나 예쁘고 배송이 너무 빨라용 좋아요 ㅎㅎ 절대 후회 안함
2021.11.07,생각보다는 작은데 예뻐서 만족합니다! 남자가 메기에는 아담한 느낌이 있는 것 같기도 해요~근데 예뻐요
2021.11.04,가방자체 무게도 가볍고 수납공간도 넉넉해서 좋아요!
2021.11.04,역시 가방은 칼하트 인것 같습니다. 수납공간도 넉넉하고 튼튼해서 오래 매고 다닐 것 같아요 ㅎ
2021.11.03,크기는 아주 적당하고 가볍걱 들고 다닐정도로 정말 좋은거같아요!!
2021.10.27,크기도 적당하고 가벼워요! 오래 쓸 수 있을 것 같아요
2021.10.23,"커보였는데 생각보다 쪼꼬미
등치 큰 사람들은 미니미 멘다 생각하셔요"
2021.10.22,생각보다 많이 들어가서 좋아요! 그리고 디자인도 너무 이쁩니다.
2021.10.20,수납공간도 많고 들고다니기 딱 좋은 가방입니다!
2021.10.17,"살까 말까 고민했는데 너무 잘 산것 같아요~~
너무 만족합니다!"
2021.10.04,백팩이 필요해서 이것저것 보다가 칼하트가 제일 예쁘고 무난해서 시켰습니다 아주 맘에 들어요
2021.09.29,작을줄알고 걱정했는데 생각보다 공간이 넉넉해서 다행이예요
2021.09.26,넘오 좋아요 동생 선물해줬는데 너무좋아해여르나에
2021.06.11,완전 편하고 어떤 룩 도 다 잘어울려요 역시 칼하트
2021.05.25,가방 크기도 수납도 디자인도 마음에 들어요 잘 산 것 같아요??
2021.05.20,가방 모양이 잘 잡히면 이뻐요! 무난하게 들고 다니기 좋아요
2021.05.19,할인하깅래 샀는데 조아요 튼튼하고 수납공간도ㅠ넉넉함니다
2021.05.12,생각보다 작네요. 그래도 엄청 작지는 않아서 많이 메고 다닐 것 같긴해요.
2021.05.07,"너무 예쁘게 잘쓰고 있어요!
대만족ㅎㅎ 디자인도 평생 그냥가능"
2021.05.04,지퍼 손잡이가 작지 않아서 좋고 옆에 메쉬 주머니가 생각보다 커서 마음에 들어요!
2021.05.03,너무 예쁘고.. 수납공간 넉넉하고.. 막 너무 크지 않아서 좋으네요.. 진심 칼하트 가방이 갑인 듯 넘 조아요ㅠㅠ진심 거북이 등딱지같지 않고 적당한 크기에 예쁩니다
2021.04.29,"노트북 넣을 정도의 가방이 필요했는데
잘 착용하고 있습니다"
2021.04.20,믿고 사는 칼하트 가방 노트북 공간도 충분하고 쿠션도 있어서 좋아요
2021.04.15,엄청 가볍고 방수되는 재질이라서 좋아요. 생각보다 수납공간이 적긴 한데 가방 맸을 때 거북이처럼 안 돼서 좋아요.
2021.04.09,"우리아들도 대만족입니다
역시 품질 서비스 모두 좋ㅇ네요"
2021.03.22,"입학하고 무난하게 들고나닐 가방이 필요했는데
수납공간도 적당하고 16인치 노트북 넣을공간도있고
바닥은 방수라 젖을일없어서 좋습니다"
2021.03.20,"사촌동생 선물로 사줬어요
만족해하고 잘 착용하고 있습니다"
2021.03.04,"일단 선물용 으로 구매했는데
선물 받는 중학생이 너무 좋아했네요."
2021.02.25,실물이 더 이쁘구 튼튼합니다 좋아용 동생 선물로 줫습니더
2021.02.25,가방실패경험이 너무나도 많아서 제기준에서 조금 과금을 썻는데기대했던만큼 괜찮네요!
2021.02.18,오래된 가방을 보내줄때가 되서 새로 샀는데 너무 맘이 드네요.
2022.02.20,이제 곧 고등학교 들어가서 큰 가방 필요했는데 진짜 넉넉해요 강추
2021.12.31,"수납공간이 엄청 많아요 그래서 오히려 불편한점도 있는거같아요
가방 엄청 튼튼하고 마감도 잘 되어 있어요
조금 무거운 감이 있어서 오래 들면 어깨 아파요 근데 너무 예뻐요"
2021.11.01,개이뻐요 존예탱 비싼감이 없지 않아 있지만 수납공간 문제가 해결되서 좋아요
2021.05.18,투박하지만 누가봐도 튼튼하고 수납공간 개많음. 중고대학생/ 여행가방 뭘로도 손색없다
2021.05.14,가방이 무겁고 수납공간이 많아서 좋은데 좀 더 컸으면 좋았을듯
2021.05.03,"수납공간도 많고 크기가 커서 좋고 남학생이나 여행용 가방으로도 메기 더 좋은 것 같아요
블랙계열 옷이랑 잘 어울립니다 ㅎㅎ"
2021.04.15,"키와 몸크기가 작은 아이에게는 엄청 크지만, 아이가 점점 커갈테니 괜찮겠지 하면서 구매했습니다."
2021.03.11,여자애들이 들기엔 좀 크긴 하지만 그만큼 수납공간이 많아서 좋아요!!
2021.03.09,가방 크기 너무 만족스럽고 군인가방보다 수납공간도 있고 너무 좋아요!!
2021.03.06,공간도 넉넉하고 깔끔하니 좋아요 유행도 안 타고 심플해서 좋읍니다
2021.01.28,무난무난하고 예뻐요. 유행 안타는 데일리용 공부가방입니다.
2020.10.11,가방이 시원찮아서 새로 구매했는데 크기도 넉넉하고 좋아요!!
2020.09.02,"생각보다 수납공간이 많고, 커서 남성분들이 쓰기 적합하지 않나 생각이 드네요."
2020.07.16,가장 넉넉하고 가장 이쁘고 가장 무난한 가방 좋아요
2020.07.05,가격값합니다 아주 만족합니다. 고민말고 꼭 사세요
2020.06.29,후기에 무거운 거 빼고 좋다해서 무거운 줄 알았는데 안무겁고 좋습니다. 이쁘네요.
2020.05.28,상품 자체가 너무 만족스럽습니다. 무게가 좀 나가긴 하지만 그 이상으로 예쁘고 수납 공간도 넉넉합니다 :)
2020.05.14,잘못하면 홍대충 되기 쉬운 스타일 근데 공간 넓고 걍 막 쓰기 좋음
2020.05.13,수납공간 갑입니다! 무거워도 각이 사는 편이예요
2020.04.30,책도 많이 들어가고 생각보다 큼직하니 좋네요. 아주 마음에 들어요
2022.03.05,대학교 입학 기념으로 가방 샀는데 수납공간도 넓고 예쁘네요 굿!
2022.02.20,고등학교 들어가서 큰 가방 필요했는데 와 진짜 엄청 커요
2021.12.31,"수납공간이 엄첨 많아요
가방은 무게감이 조금 있는거 같긴한데 그래도 너무 예뻐요"
2021.11.07,진짜 제가 사용했던 가방중에 가장 수납력 있는 가방인 것 같아요.. 정말 미쳤습니다 노트북 칸이 아예 따로 있고 정말 주머니가 많은게 맘에 듭니다
2021.10.31,이뻐용~~ 브라운살까하다 검정샀는데 역시 블랙이 진리네요
2021.10.25,좀 작아보였는데 짐 넣고 다니니까 체형에 맞는듯 합니다
2021.10.16,튼튼하고 크기도 적당하고 수납공간 많아서 잘 쓰고있습니다
2021.09.12,"가로 세로 크기는 딱 좋아요
다만 앞뒤 폭이 넓고 바닥면이 각이 잡혀있어
짐을 많이 넣지 않더라도
가방이 뒤쪽으로 많이 튀어나와 부피가 엄청 커보입니다
튼튼하고 디자인이 깔끔해서 맘에 들어요~"
2021.05.16,"물건 많이 들어가고 좋아요!
가방 밑에 가죽이 탄탄하게 받쳐줘서 맘에 듭니당
수납 공간도 곳곳에 있고 위의 작은 주머니에 작은 물건들 넣을 수 있어서 만족스러워용"
2021.04.19,색깔이 진해서 좋고 일단 수납공간이 많은게 너무 좋은거 같네요 ㅎㅎ 정말 후회없는 선택이네요
2021.04.16,"대학생 가방으로 추천입니다. 수납좋고, 어깨편하고 좋아요"
2021.04.15,"수납 공간이 많은게 최대 장점입니다.
검정을 고집하는 아이에게 브라운을 권했으나 실패했습니다.ㅋ"
2021.04.01,수납공간도 넓고 아무 옷이랑 코디가 잘 맞는거 같아요
2021.03.27,가방이 너무 예쁘고 남동생한테도 잘어울려요 저도 따라 구매할까 생각중 !!
2021.03.20,수납을 할 수있는 공간이 많아서 좋고 색도 너무 이뻐요
2021.03.19,"고등학생 남자 아이가 들고다니기에 좋아요.
수납공간.넉넉하고 가볍네요~"
2021.03.18,크기도 크고 수납공간도 많아서 이것저것 다 넣고 다니는 저에겐 최고의 가방이에요! 기본 형태가 잡혀 있어서 별 거 안 들어있어도 예뻐요
2021.03.13,생각했던 것보단 너무 크지 않아서 좋았고 다만 다른 백팩들에 비해 무게가 좀 있는 편이네요 수납공간 진짜많아 좋습니다
2021.03.11,수납공간 많아서 너무 좋아요 책을 많이 넣어도 뒤로 안쳐지고 튼튼한것 같아요!
2021.03.10,"깔끔하고 사이즈, 수납 넉넉하고
책가방으로 딱임"
2021.03.10,수납공간 엄청 많아서 좋아요 다만 조금 무거운감이 있네요... 가방도 튼튼하고 오래쓸 것 같아요
2021.03.09,사이즈도 등 2/3 가려질정도로 만족스럽고 좋네요 가격도 착해서 만족스럽습니다
2021.03.06,공간도 넉넉하고 깔끔하니 좋아요 유행도 안 타고 심플해서 좋읍니다
2021.03.05,수납이 많아서 좋아요 근데 너무 눌려서 모양 좀 잡아줘야할 것 같아용
2021.03.04,칼하트 특유의 단단함과 미니멀한 디자인. 아무 코디에도 어울릴 만한 백팩. 내부 공간도 많아서 좋음. 처음에 택배로 올 때는 눌러져 있어서 며칠간 안에 무겁게 다니면서 각 잡아줘야 할 듯.
2021.03.02,금속 부분이 금색이라기보단 바랜 구린색... 약간 실망?
2021.03.01,"수납공간은 엄청 많아요
하지만 처음 받으면 약간 착용이 불편하다는 점 !! 그래도 매고 다니면 괜찮아져용"
2021.03.01,공대생 필수템이네요 수납력 짱짱하고 튼튼하고 좋아요ㅎㅎ
2021.02.28,이쁘고 편하고 수납공간까지 많고 정말 만족중입니다 너무 좋아요
2021.02.27,약간 무겁지만 그만큼 튼튼하고 수납공간 많아서 좋아욧!!
2022.04.01,금색 지퍼가 안온 것이 아쉽지만 ㅠㅠ 튼튼하고 수납공간 많아 좋습니다 !!진짜 많음 막 잡동사니 넣어놓고 다니기 딱좋음
2022.03.30,"가방 가볍고 좋습니다
담을곳도 너무 많아 좋습니다"
2022.02.20,큰 가방 칠요했는데 이정도면 전혀 부족할일부족을거같아요
2022.02.09,노트북17인치 아이패드 키보드 넣고도 넉넉하고 수납공간많아 우산 텀블러 다 들어가서 좋습니다
2021.12.31,"수납공간 많은게 장점이 될 수 있고 단점이 될 수 있을 고겉아요
수납공간 너무 많아서 여행가방보다는 학교 가방이 더 어울릴 수도 있을듯
근데 너무 예쁘고 튼튼해서 좋네요"
2021.11.25,가격이 착하지는 않지만 그래도 수납공간이 많아서 좋아요
2021.11.03,크기도 크고 무엇보다 수납공간이 정말 많아요 디자인도 예뻐서 좋습니다
2021.11.02,크기가 그렇게 크지 않아서 들고 다니기에 좋을거 같구요 수납공간이 넉넉해서 너무 마음에 들어요
2021.10.31,"비싼값하네요 수납공간이 많은게 진짜 좋아요
강추!"
2021.10.25,가격보고 좀 고민을 하긴 했는데 그래도 잘산거 같습니다
2021.10.22,가볍고 어느 코디에나 다 잘 어울려요 추천합니당
2021.10.21,사이즈 디자인 모두 무난하게 좋습니다 역시 칼하트
2021.10.16,수납공간많고 크기 적당함 별로 무겁지도않아서 좋음
2021.10.14,튼튼해서 좋아요. 하지만 커서 그런지 무겁습니다.
2021.10.05,수납공간이 많아서 아주 맘에듭니다 바닥은 가죽으로 되어있어 좋구요
2021.10.05,작은 거 같은데 작지도 않고 너무 예뻐용 많이 파세용
2021.09.28,가방이 커서 좋고 모양마저 마음에 들어요 최고에요
2021.09.27,큰 가방을 사고 싶어서 이거로 샀는데 만족입니다. 주머니가 진짜 많아서 도라에몽 가능
2021.09.12,"평상시에 메고 다니기에는 약간 큰 듯하고
여행이나 출장 시 사용하기 좋아요
깔끔하고 예뻐요"
2021.09.08,무거울까봐 걱정했는데 생각보다 괜찮네요~ 자주 쓸 것 같아여
2021.09.03,무겁다는 후기 보고 고민 좀 많이 했는데 생각보다 많이 무겁지 않았어요! 수납도 많고 여행용으로 딱인듯
2021.08.21,무거울 거 같았는데 안 무거워요 그리고 수납력 진짜 좋아요
2021.05.23,크기가 커서 노트북도 잘 들어가고 수납할 주머니도 많아서 좋아요
2021.05.19,일단 가방이 예쁘고 수납공간도 많아서 좋다! 학교 메고 다니는 용으로 딱이다.
2021.05.17,동생 입학선물로 사줬는데 정말 크고 튼튼해요 교과서 다들어감
2021.05.15,가방수납공간 많아서 좋고 디자인도 너무 예뻐서 맘에 들어요
2021.05.07,디자인도 무난하고 색깔도 검정이라 아무데나 잘 매고 다닐 수 있을거같아요!
2021.05.06,가방 수납공간이 읏된다요 학생들이 쓰기 좋은 것 같아요
2021.05.06,편하게 매고 있습니다. 무엇보다 수납공간이 많아서 좋아요
2021.05.04,수납 공간 넉넉하고 좋습니다????캐주얼하게 매치하기가 너무 좋아요
2021.05.02,커서 남성분들이 메고다니기 좋은 것 같고 수납공간도 많아요 디자인은 심플하고 예쁩니다 ㅎㅎ
2021.04.23,사진 그대로 이뻐요~~ 수납공간도 많은 편이고 튼튼해요!
2021.04.15,"중학생 되는 아이가 맘에 들어해서 구매했습니다.
아이가 작아서 좀 크기는 해요."
2021.04.11,가방이 좀 커서 수납공간도 좋고 착용감도 좋아요
2021.04.10,일단 이가격에 이만한 가방 살 수 있는게 정말 좋고 그리고 학생이라서 수납공간이 많이 필요한데 정말 수납공간 너무 많아서 좋네요 ㅎㅎ
2021.04.08,선물용으로 샀는데 크기도 크고 수납할 곳도 많아서 좋아요
2021.04.04,책 넣고 노트북이랑 아이패드 넣어도 넉넉해요 수납공간도 많아요
2021.04.03,가방이 조금 무겁긴한데 예뻐요 칼하트최고에요
2021.03.30,대학생이라 아이패드 서적 노트북 다 들고 다니는데 완전 수납도 넓고 좋아요!! 꼭 사세요 후회안해요 ㅎㅎ
2021.03.27,너무 예쁘고 모든 옷에 잘 어울려요! 남동생 사줬는데 너무 찰떡 !!
2021.03.20,수납을 할 수 있는 공간이 많아서 너무 좋고 검은색보다 브라운이 더 이쁜거 같아요!
2021.03.19,너무 편하고 수납공간이 넓어 만족합니다!! 가격대비 만족함
2021.03.18,수납공간 완전 많고 대학생이든 고등학생이든 상관없이 두루두루 쓸 수 있는 기본 백팩이에요! 기본 형태가 잡혀있어서 막 매도 이뻐요
2021.03.17,"칼하트 가방 6년째 쓰고 있는데, 별 탈없이 잘 쓰고 있어서 동생 대학 기본 가방으로 추천했어요:-)"
2021.03.17,"남자 고등학생이들기적당하고
가볍고 수납할곳도 많아요"
2021.03.15,좋아요! 동생 학교 입학해서 사줬어요 사이즈도 적당해요
2021.03.13,수납공간 넉넉해서 되게 만족했어요 ! 전체적인 가방 사이즈는 생각보다 평범합니다
2021.03.13,생각했던 것보단 너무 크지 않아서 좋았고 다만 다른 백팩들에 비해 무게가 좀 있는 편이네요 수납공간 진짜많아 좋습니다
2021.03.11,고등학교 가방으로 이걸 선택했는데 후회없는 선택이었어요!!
